,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
2441,728535,HUNT J B TRANSPORT SERVICES INC,2007-02-28,1,0,6,1,0,0,0,0,0,0,0,1,1,0,2126,1862.746,213.13400000000001,0.11441925
2442,49196,HUNTINGTON BANCSHARES INC/MD,2007-02-22,0,1,36,0,5,0,0,0,0,1,1,2,1,0,4588,54697.468,75.169,0.0013742679999999999
2446,1093082,HUTTIG BUILDING PRODUCTS INC,2007-03-16,0,0,10,2,2,0,0,0,0,2,1,3,0,0,2521,212.7,-8.2,-0.038551951
2449,1045769,HYPERCOM CORP,2007-03-16,7,0,25,14,3,1,0,0,0,2,2,3,0,0,13717,250.24400000000003,-7.477,-0.029878837999999998
2450,1136174,HYTHIAM INC,2007-03-15,4,0,20,2,8,1,0,0,1,0,2,2,0,0,6777,70.646,-45.461999999999996,-0.6435183870000001
2467,1287808,"Hill International, Inc.",2007-03-30,3,0,21,11,6,0,4,1,0,1,1,1,0,0,8541,207.199,14.144,0.068262878
2486,1302707,"Horizon Lines, Inc.",2007-03-02,3,0,16,4,6,1,0,0,0,3,2,4,1,0,10306,926.441,28.859,0.031150392000000002
2487,1298978,"HouseValues, Inc.",2007-03-05,4,0,12,2,3,3,0,0,0,1,5,7,1,0,7759,84.98299999999999,-12.375,-0.145617359
2488,1356949,Houston Wire & Cable CO,2007-03-14,0,0,7,1,3,0,0,0,0,0,1,0,0,0,2637,139.091,30.225,0.21730378
2489,1345840,"Hughes Communications, Inc.",2007-03-26,11,0,42,7,6,0,0,1,0,10,2,3,0,0,42564,1129.837,43.54,0.038536532000000005
2491,1307954,Huntsman CORP,2007-03-01,1,0,32,49,12,1,0,2,1,6,4,0,0,0,29614,8165.6,-172.1,-0.021076222000000002
2492,1289848,Huron Consulting Group Inc.,2007-02-22,2,0,8,1,5,0,0,0,1,2,0,5,0,0,4563,443.213,41.901,0.09453919400000001
2496,1104017,I MANY INC,2007-03-16,3,0,3,6,1,0,0,0,0,2,1,1,0,0,6664,47.667,-9.808,-0.205760799
2497,1110189,I TRAX INC,2007-03-16,1,0,29,20,3,2,0,1,0,0,1,7,0,1,9282,121.535,0.198,0.00162916
2498,1009304,I2 TECHNOLOGIES INC,2007-03-30,3,0,16,7,1,0,0,0,0,3,0,0,0,0,9874,202.153,17.733,0.08772068699999999
2499,891103,IAC/INTERACTIVECORP,2007-03-01,3,0,44,17,11,0,13,0,0,14,1,1,0,0,62534,12590.802,-144.069,-0.011442401000000001
2500,933141,IBERIABANK CORP,2007-03-16,0,1,25,2,1,0,0,0,0,1,0,3,0,0,4026,4916.958,41.31,0.008401536
2502,801122,IBT BANCORP INC,2007-03-16,0,1,30,2,1,0,0,0,0,0,1,1,0,0,11188,787.187,7.856,0.00997984
2504,749660,ICAD INC,2007-03-22,1,0,4,2,6,3,0,0,0,1,2,2,0,0,3537,61.731,-1.5390000000000001,-0.024930748
2505,902622,ICAGEN INC,2007-03-06,4,0,22,4,6,0,0,0,0,2,6,2,0,0,10967,46.657,-10.885,-0.23329832600000003
2506,1362004,"ICF International, Inc.",2007-03-30,1,0,31,7,10,0,5,2,0,10,6,4,1,2,15425,393.025,40.556,0.103189365
2508,1013149,ICT GROUP INC,2007-03-09,2,0,13,1,4,5,0,0,0,1,0,3,0,0,5056,225.6,-11.809000000000001,-0.052344858
2509,883984,ICU MEDICAL INC/DE,2007-03-01,5,0,10,14,4,0,2,0,0,1,2,0,1,0,6277,242.59400000000002,23.079,0.09513425699999999
2511,1057877,IDACORP INC,2007-03-01,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1840,3653.308,82.339,0.022538204
2513,1367396,IDEARC INC.,2007-03-08,3,0,15,42,5,1,0,0,1,2,3,1,1,0,17130,1667.0,429.0,0.25734853
2515,861838,"IDERA PHARMACEUTICALS, INC.",2007-03-30,6,0,28,17,5,0,0,0,0,10,5,5,0,0,19662,27.714000000000002,-13.208,-0.47658223299999997
2516,832101,IDEX CORP /DE/,2007-03-01,0,0,10,1,0,0,0,0,0,1,2,1,0,0,1575,1989.594,155.145,0.077978221
2517,874716,IDEXX LABORATORIES INC /DE,2007-03-01,3,0,13,8,1,2,0,0,0,0,1,4,0,0,8930,702.179,94.014,0.13388893699999999
2519,1024732,IGATE CORP,2007-03-15,0,0,14,1,5,0,0,0,0,1,2,0,0,0,3943,215.924,15.585,0.072178174
2522,1219210,IKANOS COMMUNICATIONS,2007-03-07,2,0,17,5,9,5,0,1,0,11,3,5,0,0,12228,153.156,-33.264,-0.21719031600000002
2526,943034,IMAGE SENSING SYSTEMS INC,2007-03-29,0,0,7,2,3,5,0,0,0,2,0,0,1,0,4202,30.338,0.872,0.028742831
2530,1083132,IMMUNICON CORP,2007-03-15,3,0,10,3,7,0,0,0,0,4,3,2,0,0,9925,45.446000000000005,-25.155,-0.553514061
2531,1000298,IMPAC MORTGAGE HOLDINGS INC,2007-03-14,2,1,105,17,4,1,0,0,0,4,6,1,4,0,28149,17391.072,-2047.09,-0.117709248
2534,49930,IMPERIAL INDUSTRIES INC,2007-03-30,5,0,19,16,5,5,0,0,0,0,2,3,0,0,6425,20.2,-1.321,-0.06539604
2537,949961,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,2007-03-30,0,0,17,4,1,0,0,0,0,1,0,1,0,0,3965,116.307,-0.735,-0.0063194819999999995
2539,701869,INDEPENDENCE HOLDING CO,2007-03-16,5,0,37,2,16,3,0,0,1,0,3,1,0,0,8889,1308.143,-2.3280000000000003,-0.001779622
2541,39311,INDEPENDENT BANK CORP /MI/,2007-03-12,1,1,6,0,0,0,0,0,0,0,0,2,1,0,1366,3276.0820000000003,10.357000000000001,0.0031613979999999997
2543,1042351,INDUSTRIAL DISTRIBUTION GROUP INC,2007-03-15,1,0,2,4,0,0,0,0,0,0,0,0,0,0,1771,145.692,4.051,0.027805233
2548,1113148,"INFINITY PHARMACEUTICALS, INC.",2007-03-14,6,0,17,10,10,1,0,1,0,2,5,6,0,0,9717,129.725,-16.898,-0.13026016599999998
2551,845434,INFOCUS CORP,2007-03-12,3,0,18,3,4,1,0,0,0,0,1,3,0,0,9984,172.99099999999999,-25.581999999999997,-0.14788052599999998
2554,1068875,INFOSPACE INC,2007-02-23,3,0,20,6,9,3,0,1,0,5,5,1,0,0,14844,671.424,14.579,0.021713552
2564,923284,INLAND REAL ESTATE CORP,2007-03-01,1,0,13,3,4,0,0,0,0,2,2,0,0,0,4618,1321.319,43.816,0.033160804
2566,1350381,INNERWORKINGS INC,2007-03-30,3,0,18,1,4,1,0,0,0,3,4,3,0,0,5452,206.833,22.504,0.108802754
2569,1054905,INNOSPEC INC.,2007-03-16,0,0,9,2,5,1,0,0,0,1,2,4,0,0,2986,551.1,29.5,0.053529305
2572,866609,INPUT OUTPUT INC,2007-03-15,5,0,39,20,10,2,0,0,0,3,4,5,0,0,14882,709.1489999999999,42.644,0.060134047999999996
2576,802724,INSITE VISION INC,2007-03-15,5,0,10,4,4,0,0,0,1,12,4,1,0,0,10037,15.012,5.535,0.36870503600000004
2579,1040416,INSPIRE PHARMACEUTICALS INC,2007-03-16,5,0,26,5,7,2,0,0,2,2,11,11,0,0,16293,180.503,-63.74,-0.353124325
2581,1077370,INSWEB CORP,2007-03-30,9,0,13,13,6,5,0,0,0,1,1,7,0,0,8775,14.133,2.421,0.17130121
2583,917520,INTEGRA LIFESCIENCES HOLDINGS CORP,2007-03-02,4,0,25,10,5,4,0,0,0,1,2,2,0,0,7496,818.012,33.471,0.040917493
2584,885988,INTEGRAMED AMERICA INC,2007-03-21,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1221,113.06700000000001,3.2569999999999997,0.028805928999999997
2587,916863,"INTEGRYS ENERGY GROUP, INC.",2007-02-28,5,0,27,3,6,0,0,3,0,0,1,5,0,0,13689,11234.4,254.4,0.022644734
2588,50863,INTEL CORP,2007-02-26,3,0,7,0,0,2,0,0,0,0,2,0,0,0,4005,55651.0,6976.0,0.125352644
2590,822663,INTER PARFUMS INC,2007-03-16,2,0,8,3,0,0,0,1,0,1,2,1,0,0,2559,446.05199999999996,23.816999999999997,0.05339512
2596,715787,INTERFACE INC,2007-03-16,5,0,7,2,4,0,0,0,0,0,2,1,0,0,1735,835.232,-10.812000000000001,-0.012944906
2598,1292900,"INTERLINE BRANDS, INC./DE",2007-03-13,5,0,19,26,0,1,0,0,0,3,5,2,0,0,11803,936.834,50.961999999999996,0.054398111
2601,1056386,INTERNAP NETWORK SERVICES CORP,2007-03-13,4,0,22,12,7,5,0,1,0,2,3,5,0,0,11659,427.01,-5.555,-0.013009063000000001
2602,315709,INTERNATIONAL BANCSHARES CORP,2007-03-01,4,2,11,2,1,2,0,0,0,1,4,3,2,0,2461,11167.161,121.31200000000001,0.01086328
2603,51143,INTERNATIONAL BUSINESS MACHINES CORP,2007-02-27,0,0,26,5,4,2,0,1,0,0,0,1,1,1,3860,120431.0,10418.0,0.08650596599999999
2606,51434,INTERNATIONAL PAPER CO /NEW/,2007-02-28,2,0,8,0,7,0,0,0,0,0,0,0,0,0,1289,24159.0,1168.0,0.048346372
2607,278041,INTERNATIONAL SHIPHOLDING CORP,2007-03-09,0,0,20,11,0,1,0,1,0,1,0,3,0,0,9260,440.655,17.416,0.039522983
2608,51548,INTERNATIONAL SPEEDWAY CORP,2007-02-13,1,0,2,8,4,0,1,0,0,0,3,1,0,0,3737,1982.1170000000002,86.20100000000001,0.03845187
2609,1085621,INTERNET CAPITAL GROUP INC,2007-03-16,4,0,11,5,1,1,0,0,0,6,3,0,1,0,5430,332.431,-30.628,-0.092133405
2610,728249,INTERPHASE CORP,2007-03-23,1,0,7,4,3,1,0,0,0,1,0,2,0,0,2924,36.18,-1.194,-0.033001657999999996
2613,1095277,INTERSECTIONS INC,2007-03-16,4,0,34,15,6,3,1,0,0,0,0,2,0,0,10957,206.268,6.8660000000000005,0.033286792
2614,1096325,INTERSIL CORP/DE,2007-02-27,4,0,26,4,3,3,1,1,1,3,0,6,0,0,7450,2404.987,140.476,0.002193681
2617,927807,INTERVEST BANCSHARES CORP,2007-03-12,3,1,51,10,2,1,1,0,0,0,5,6,1,0,20527,2021.392,19.44,0.009617135
2619,1036262,INTEST CORP,2007-03-30,3,0,14,26,3,3,0,0,0,9,1,2,0,0,9091,27.723000000000003,-6.739,-0.24308336
2624,1035267,INTUITIVE SURGICAL INC,2007-02-15,6,0,18,50,1,2,0,0,0,12,3,0,0,0,17287,1039.998,144.537,0.138978152
2625,742112,INVACARE CORP,2007-03-01,10,0,16,5,1,3,0,0,0,3,3,4,0,0,7076,1500.0420000000001,1.19,0.0007933110000000001
2632,720858,INVESTORS TITLE CO,2007-03-09,5,0,37,0,1,0,0,1,0,0,1,0,1,0,7121,149.642,8.402000000000001,0.056147338
2633,1073431,INVITROGEN CORP,2007-03-01,0,0,21,5,3,3,0,0,1,1,1,2,0,0,5679,3329.7470000000003,143.19,0.043003267000000005
2636,352789,IOMEGA CORP,2007-03-16,0,0,20,1,3,0,0,0,0,0,2,0,0,0,2614,205.208,10.055,0.048999064
2638,1120462,IOWA TELECOMMUNICATIONS SERVICES INC,2007-03-05,5,0,14,32,3,1,0,1,0,7,0,26,0,0,21129,831.559,29.315,0.035253061
2640,1053374,IPASS INC,2007-03-29,3,0,14,1,4,0,0,0,0,1,1,0,0,0,4068,221.989,-34.214,-0.154124754
2646,319240,IRIS INTERNATIONAL INC,2007-03-23,7,0,8,22,5,2,0,0,0,4,4,2,0,0,11583,86.39,7.5489999999999995,0.087382799
2648,1020569,IRON MOUNTAIN INC,2007-03-01,2,0,27,20,4,0,0,0,0,1,3,3,0,0,10257,6307.920999999999,153.094,0.02427012
2649,357108,IRVINE SENSORS CORP/DE/,2007-01-31,5,0,24,3,9,1,0,1,0,4,2,8,0,0,9101,34.43,-22.131,-0.642782457
2651,888693,ISCO INTERNATIONAL INC,2007-03-30,2,0,17,38,4,2,0,0,0,3,3,1,0,0,10414,22.729,-6.422000000000001,-0.282546526
2655,719209,ISRAMCO INC,2007-03-16,7,0,22,1,2,2,0,0,0,2,0,2,0,0,2907,110.708,-6.4110000000000005,-0.057909094
2656,930553,ISTA PHARMACEUTICALS INC,2007-03-16,4,0,13,5,6,2,0,0,1,2,1,0,0,0,7820,71.71600000000001,-38.221,-0.532949412
2660,1000234,ITLA CAPITAL CORP,2007-03-16,6,0,20,1,0,0,0,0,0,1,2,4,0,0,3366,3551.219,15.62,0.00439849
2661,780571,ITRON INC /WA/,2007-02-23,2,0,8,3,1,2,0,0,0,0,4,2,0,0,4548,3050.566,-16.144000000000002,-0.005292133
2662,216228,ITT CORP,2007-02-28,1,0,6,1,2,0,0,0,0,0,1,0,0,0,900,11552.7,742.1,0.064236066
2664,1106935,IVANHOE ENERGY INC,2007-03-16,4,0,11,1,1,2,0,0,0,3,4,1,0,0,3342,236.916,-39.207,-0.165489034
2665,1095858,IVAX DIAGNOSTICS INC,2007-03-30,8,0,21,8,10,0,0,0,0,1,1,2,0,0,9432,25.768,-10.434000000000001,-0.404920832
2666,1120295,IXIA,2007-03-16,8,0,18,0,4,4,0,0,0,3,2,2,0,0,7964,369.44,7.006,0.018963837
2710,1315320,InfoLogix Inc,2007-03-29,7,0,17,2,7,0,0,0,0,4,0,3,0,0,7065,48.696999999999996,-3.1889999999999996,-0.06548658
2711,1371489,Information Services Group Inc.,2007-03-30,1,0,22,27,6,0,1,6,0,9,10,4,0,0,20378,357.29,4.473,0.012519242
2713,1364099,"Innophos Holdings, Inc.",2007-03-22,3,0,22,4,1,0,1,0,0,1,4,2,0,0,6294,542.6990000000001,-5.487,-0.010110576999999999
2719,1320934,"International Coal Group, Inc.",2007-03-01,4,0,21,3,11,1,0,0,0,1,2,1,0,0,11630,1303.563,-147.034,-0.112793935
2727,1084048,J2 GLOBAL COMMUNICATIONS INC,2007-03-12,8,0,16,7,4,0,0,1,0,2,2,3,0,0,9223,350.409,68.461,0.195374548
2729,1071264,JACKSONVILLE BANCORP INC /FL/,2007-03-30,0,1,11,1,3,0,0,0,0,1,0,0,2,0,2833,391.962,2.958,0.00754665
2735,895655,JARDEN CORP,2007-02-20,4,0,19,6,8,0,0,0,0,1,0,1,0,0,8236,5868.1,28.1,0.004788603
2736,50710,"JAVELIN PHARMACEUTICALS, INC",2007-03-16,2,0,13,3,7,3,0,0,0,2,6,5,0,0,8571,43.152,-31.031,-0.719109195
2740,1084580,JEFFERIES GROUP INC /DE/,2007-03-01,3,0,18,1,0,0,0,0,0,1,0,0,0,0,2360,29793.817000000003,144.665,0.0048555379999999995
2741,874495,JEFFERSONVILLE BANCORP,2007-03-16,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1301,387.43,4.275,0.011034251
2742,1294017,JER Investors Trust Inc,2007-03-16,2,0,74,4,9,3,0,1,0,6,2,4,2,0,15107,1376.181,23.063000000000002,0.016758697
2744,1158463,JETBLUE AIRWAYS CORP,2007-02-14,0,0,9,3,1,2,0,0,0,1,2,2,0,0,3646,5598.0,18.0,0.003215434
2745,1328208,JK Acquisition Corp.,2007-03-30,1,0,5,4,5,0,0,0,0,4,3,0,0,0,5163,80.512,1.9680000000000002,0.024443561000000003
2751,874016,JONES APPAREL GROUP INC,2007-02-26,5,0,15,28,5,1,1,1,0,2,2,1,1,0,13958,3236.6,311.1,0.096119385
2753,1037976,JONES LANG LASALLE INC,2007-02-28,0,0,39,3,3,1,0,0,0,2,4,2,1,0,8054,2291.874,257.832,0.112498331
2754,1083522,JONES SODA CO,2007-03-14,2,0,15,14,6,0,0,0,0,4,1,3,0,0,5902,41.625,-11.629000000000001,-0.279375375
2756,1232241,JOURNAL COMMUNICATIONS INC,2007-03-07,1,0,11,16,3,1,0,0,0,1,3,8,2,0,17257,856.967,110.07799999999999,0.12845068699999998
2757,1035815,JOURNAL REGISTER CO,2007-03-16,0,0,5,5,3,0,0,0,0,0,1,1,0,0,1496,932.467,-102.545,-0.10997172
2760,1043604,JUNIPER NETWORKS INC,2007-03-09,1,0,13,3,11,1,3,1,0,3,2,8,0,0,8057,6885.406,360.83,0.052405043
2761,1083712,JUPITERMEDIA CORP,2007-03-27,3,0,12,3,0,9,1,0,0,2,2,4,0,0,6613,282.689,-82.275,-0.291044222
2762,1297720,James River Coal CO,2007-03-16,1,0,13,5,11,1,1,0,0,5,4,3,0,0,8912,439.287,-54.015,-0.122960616
2763,1337675,"Jazz Technologies, Inc.",2007-03-16,1,0,18,6,5,4,0,0,2,5,3,7,0,0,12657,265.89799999999997,-31.859,-0.119816621
2765,862480,K SWISS INC,2007-02-22,4,0,12,3,2,3,0,0,0,0,1,1,1,0,3485,446.353,39.073,0.000517523
2766,20,K TRON INTERNATIONAL INC,2007-03-09,3,0,7,1,2,0,0,0,0,0,0,0,2,0,2016,184.118,21.320999999999998,0.115800736
2771,886346,KADANT INC,2007-03-13,1,0,7,4,0,0,0,0,0,0,1,2,0,0,3702,437.069,22.668000000000003,0.051863665
2780,740694,KAYDON CORP,2007-02-27,1,0,10,3,1,0,0,1,0,0,2,1,0,0,3237,786.565,77.707,0.09879285199999999
2782,795266,KB HOME,2007-02-13,1,0,5,0,1,1,1,0,0,0,2,1,0,0,3964,5705.956,-929.414,-0.162884887
2787,55135,KELLY SERVICES INC,2007-02-14,1,1,10,2,4,1,0,0,0,1,2,0,0,0,3048,1573.997,61.016000000000005,0.028548055
2788,1039151,KENDLE INTERNATIONAL INC,2007-03-16,4,0,11,2,0,0,0,0,0,0,2,0,0,1,2867,499.723,18.687,0.037394717
2789,1114714,KENEXA CORP,2007-03-16,3,4,17,43,8,4,0,0,0,5,7,3,0,0,17202,347.889,23.548000000000002,0.067688257
2794,1114220,KERYX BIOPHARMACEUTICALS INC,2007-03-16,6,0,18,8,4,0,0,0,1,2,0,2,0,0,7102,81.061,-90.06200000000001,-1.111039834
2799,930420,KFORCE  INC,2007-03-07,0,1,14,2,2,2,0,1,0,2,3,1,0,0,4990,476.13599999999997,40.367,0.084780399
2802,1025996,KILROY REALTY CORP,2007-02-28,0,0,13,11,2,0,0,0,0,1,0,1,1,0,8286,2068.72,113.822,0.055020495999999995
2803,55785,KIMBERLY CLARK CORP,2007-02-22,1,0,13,3,7,0,0,0,0,0,0,0,0,0,2645,18439.7,1822.9,0.09885735699999999
2804,879101,KIMCO REALTY CORP,2007-02-28,1,0,12,3,1,0,0,0,0,3,1,0,0,0,2627,9097.815999999999,442.83,0.048674319
2805,888228,KINDER MORGAN ENERGY PARTNERS L P,2007-03-01,3,0,22,20,12,1,0,0,3,1,7,5,0,0,33661,15177.8,590.3,0.01708773
2807,1135017,KINDER MORGAN MANAGEMENT LLC,2007-03-01,5,0,56,34,12,1,0,0,3,2,16,6,0,0,78620,2213.8,9.1,0.0041105790000000005
2808,1060009,"KINDRED HEALTHCARE, INC",2007-03-01,5,0,22,36,7,0,0,0,0,1,10,5,0,0,32246,2079.552,-46.87,-0.022538508
2811,1117119,KINTERA INC,2007-03-30,6,0,12,4,13,4,0,1,1,3,3,2,0,0,6838,49.998000000000005,-15.785,-0.31571262899999997
2815,319201,KLA TENCOR CORP,2007-01-29,7,0,31,15,4,2,0,1,0,1,5,11,0,0,14588,4623.249,528.0980000000001,0.114226597
2821,1011570,KNOLL INC,2007-03-16,2,0,4,3,2,0,0,0,0,0,1,1,3,0,4600,717.442,71.443,0.099580175
2822,1096788,KNOLOGY INC,2007-03-15,1,0,4,0,2,1,0,0,0,1,2,0,0,0,4630,601.437,-43.918,-0.07302178
2823,1062292,KNOT INC,2007-03-13,10,0,16,4,10,5,1,0,0,2,5,3,0,0,9236,223.253,11.869000000000002,0.053163899
2824,885639,KOHLS CORPORATION,2007-03-23,0,2,3,1,3,0,0,0,0,0,0,2,1,0,1540,10560.082,1083.851,0.102636608
2828,1110206,KOSAN BIOSCIENCES INC,2007-03-16,7,0,17,10,7,4,0,1,0,4,2,4,0,0,19691,77.867,-28.658,-0.36803780799999997
2829,1103982,KRAFT FOODS INC,2007-03-01,4,0,12,2,0,0,0,0,0,1,0,3,0,0,2509,67993.0,2590.0,0.038092157
2831,1257640,KRONOS WORLDWIDE INC,2007-03-13,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1111,1455.0,-66.7,-0.045841924000000006
2832,1004125,KSW INC,2007-03-14,3,0,13,13,6,0,0,0,0,0,1,1,0,0,3248,40.937,3.662,0.089454528
2833,1007587,KVH INDUSTRIES INC \DE\,2007-03-16,3,0,16,16,6,4,0,1,0,3,2,5,1,0,13522,91.57,2.499,0.027290597000000003
2838,1372807,Kohlberg Capital CORP,2007-03-29,2,0,42,1,2,3,0,2,0,3,0,2,3,0,5701,533.1419999999999,26.142,0.049033840999999995
2839,1315257,Koppers Holdings Inc.,2007-02-22,0,0,14,2,5,2,0,0,0,0,2,3,0,0,7686,669.3,63.3,0.094576423
2840,1039101,L 3 COMMUNICATIONS CORP,2007-02-28,1,0,17,6,2,0,0,0,0,0,2,0,0,0,5504,14390.7,756.1,0.052540877
2842,1018332,"L-1 IDENTITY SOLUTIONS, INC.",2007-03-14,3,0,24,7,5,0,1,0,0,0,2,7,0,0,6511,1445.645,17.666,0.012220151
2843,920465,LA JOLLA PHARMACEUTICAL CO,2007-03-16,7,0,9,4,1,0,0,0,0,6,17,1,0,0,8327,44.405,-53.076,-1.1952708029999999
2845,920148,LABORATORY CORP OF AMERICA HOLDINGS,2007-02-27,0,0,6,1,0,0,0,0,0,0,1,0,0,2,4329,4368.2,476.8,0.109152511
2846,1089044,LABRANCHE & CO INC,2007-03-01,3,0,38,0,19,0,0,0,0,0,10,3,0,0,12749,5343.736,-350.474,-0.06558595
2848,1029730,LADENBURG THALMANN FINANCIAL SERVICES INC,2007-03-16,2,0,29,4,3,6,0,1,0,3,2,2,0,0,5754,114.132,9.391,0.08228191900000001
2849,814250,LADISH CO INC,2007-03-07,1,0,8,0,1,0,0,0,0,2,0,2,0,0,1950,381.45099999999996,32.288000000000004,0.08464521
2851,846901,LAKELAND BANCORP INC,2007-03-16,0,1,26,4,2,0,0,0,0,2,3,5,2,0,6503,2513.771,17.988,0.007155783000000001
2852,721994,LAKELAND FINANCIAL CORP,2007-03-05,1,0,24,3,2,2,0,0,0,2,3,2,0,0,3330,1989.1329999999998,19.211,0.009657977
2854,1090425,LAMAR ADVERTISING CO/NEW,2007-03-01,0,0,1,2,2,0,0,0,0,0,1,0,0,0,2918,4069.421,46.217,0.0037319590000000004
2857,57528,LANCE INC,2007-03-13,1,0,10,0,3,0,0,0,0,0,1,0,0,0,961,413.00300000000004,23.838,0.05771870900000001
2859,877355,LANDAMERICA FINANCIAL GROUP INC,2007-02-28,3,0,41,7,5,2,0,0,1,1,0,2,1,0,14178,3853.7,-54.1,-0.014038456999999999
2863,1300514,LAS VEGAS SANDS CORP,2007-02-28,3,0,35,2,3,0,0,0,0,2,4,1,1,0,12138,11466.517,116.68799999999999,0.010176412
2864,1053532,LASALLE HOTEL PROPERTIES,2007-02-22,3,0,11,3,1,1,0,0,0,0,0,0,0,1,4129,2111.32,89.755,0.04251132
2865,855658,LATTICE SEMICONDUCTOR CORP,2007-03-09,8,0,12,0,3,5,0,0,0,3,1,3,0,0,4616,376.285,-239.81599999999997,-0.637325432
2875,1003130,LCA VISION INC,2007-02-27,0,0,12,13,1,2,0,0,0,1,7,4,0,0,8868,179.64700000000002,32.504,0.180932607
2879,1138951,LEAPFROG ENTERPRISES INC,2007-03-08,2,0,25,14,2,0,3,0,0,0,5,6,0,0,14326,380.153,-101.315,-0.266511115
2880,842162,LEAR CORP,2007-02-27,0,0,10,16,2,0,0,1,0,1,0,1,0,0,11278,7800.4,241.5,0.030959951
2885,58492,LEGGETT & PLATT INC,2007-02-27,1,0,6,2,0,0,0,0,0,0,0,2,0,0,1671,4072.5,-11.2,-0.002750153
2929,1158895,LEMAITRE VASCULAR INC,2007-03-30,7,0,27,8,11,0,0,0,0,5,4,5,0,0,15207,61.151,-2.9339999999999997,-0.047979592
2930,920760,LENNAR CORP /NEW/,2007-02-08,1,0,11,0,1,0,0,0,0,1,0,1,0,0,3381,9102.747,-1941.0810000000001,-0.21324123399999997
2932,902270,LENOX GROUP INC,2007-03-15,2,0,11,2,3,0,0,0,0,0,0,3,0,0,1823,352.106,-15.825999999999999,-0.044946692
2934,96223,LEUCADIA NATIONAL CORP,2007-02-28,2,0,18,0,1,1,0,0,0,0,2,0,0,0,2889,8126.621999999999,484.29400000000004,0.059593519000000005
2939,1062822,LEXICON GENETICS INC/TX,2007-03-12,15,0,14,5,7,2,1,2,0,3,0,4,0,0,6878,369.296,-58.794,-0.159205624
2940,910108,LEXINGTON REALTY TRUST,2007-03-01,1,0,15,5,5,0,0,0,0,2,3,0,0,0,9006,5265.1630000000005,76.851,0.014596129
2943,902274,LIBBEY INC,2007-03-16,1,0,18,2,5,1,0,0,0,0,0,3,0,0,6204,899.112,-2.307,-0.002565865
2944,1355096,LIBERTY MEDIA CORP,2007-03-01,2,0,18,12,4,1,0,1,0,1,3,7,1,0,16527,19326.0,441.0,0.022819
2947,921112,LIBERTY PROPERTY TRUST,2007-03-01,0,0,20,2,2,1,0,0,0,2,0,0,0,0,5860,5638.749,164.831,0.029231838
2948,1158833,LIFE SCIENCES RESEARCH INC,2007-03-14,0,0,7,2,0,0,0,0,0,0,0,0,0,0,2315,201.583,-13.974,-0.069321322
2949,1076195,LIFE TIME FITNESS INC,2007-02-28,1,0,4,1,5,0,0,0,0,0,0,1,0,0,3337,1386.533,68.01899999999999,0.049056892000000005
2952,874396,"LIFETIME BRANDS, INC",2007-03-15,5,1,21,1,2,3,0,1,0,1,1,4,1,0,5449,371.415,8.892000000000001,0.023940875
2953,886163,LIGAND PHARMACEUTICALS INC,2007-03-16,10,0,20,12,4,0,0,0,0,1,4,3,0,0,14037,173.278,281.688,1.6256420319999998
2958,882235,LINCARE HOLDINGS INC,2007-03-02,2,0,9,2,4,0,0,0,0,1,1,5,0,0,5088,1928.364,226.077,0.117237721
2959,1070259,LINCOLN BANCORP /IN/,2007-03-16,1,0,8,1,0,0,0,1,0,0,2,1,0,0,939,889.314,1.749,0.001966684
2963,59558,LINCOLN NATIONAL CORP,2007-03-01,4,0,94,10,3,0,0,2,0,3,0,5,0,5,24656,191435.0,1215.0,0.0063468019999999995
2966,1058299,LIONBRIDGE TECHNOLOGIES INC /DE/,2007-03-16,3,0,9,15,21,0,0,1,0,2,4,4,0,0,8090,333.06300000000005,-4.212,-0.012646256000000002
2969,1023128,LITHIA MOTORS INC,2007-03-09,0,0,6,2,2,0,0,0,0,2,0,0,0,0,4821,1626.735,21.549,0.001589962
2970,889331,LITTELFUSE INC /DE,2007-02-27,3,0,12,0,1,1,0,0,0,3,1,2,1,0,2290,491.365,36.835,0.074964639
2973,1059562,LMI AEROSPACE INC,2007-03-15,1,0,22,12,4,0,0,0,0,3,2,1,0,0,6050,166.118,13.157,0.079202735
2977,936468,LOCKHEED MARTIN CORP,2007-02-26,5,0,19,4,9,0,0,0,0,4,2,3,0,1,4894,28926.0,3033.0,0.104853765
2978,911002,LODGENET ENTERTAINMENT CORP,2007-03-14,1,0,10,3,2,1,0,0,0,5,0,2,0,0,5172,693.823,-65.172,-0.093931738
2980,60086,LOEWS CORP,2007-02-26,16,0,108,15,16,3,0,1,1,5,18,12,1,0,26844,76079.0,2489.0,0.032715993
2981,1041418,LOGICVISION INC,2007-03-13,2,0,7,7,8,6,0,0,1,4,2,5,1,0,12280,18.262999999999998,-3.7230000000000003,-0.203854788
2982,355777,LOJACK CORP,2007-03-13,3,0,14,4,3,0,0,0,0,3,1,1,0,0,4476,245.81099999999998,21.405,0.087079097
